HUGO_SYMBOL	Entrez_Gene_Id	Bill_Normal
CMIP	00000	728.11
CMKLR1	00000	12.45
CMPK1	00000	1572.76
CMPK2	00000	53.19
CMSS1	00000	215.77
CMTM1	00000	33.78
CMTM2	00000	47.84
CMTM3	00000	178.77
CMTM4	00000	379.04
CMTM5	00000	4.03
CMTM6	00000	450.94
CMTM7	00000	387.02
CMTM8	00000	151.22
CMTR1	00000	395.18
CMTR2	00000	239.52
CMYA5	00000	242.88
CNBD1	00000	0
CNBD2	00000	5.77
CNBP	00000	4298.64
CNDP1	00000	24.46
CNDP2	00000	15824.9
CNEP1R1	00000	158.79
CNFN	00000	42.41
CNGA1	00000	2.16
CNGA2	00000	0
CNGA3	00000	0
CNGA4	00000	3.29
CNGB1	00000	0
CNGB3	00000	0
CNIH1	00000	974.5
CNIH2	00000	4.5
CNIH3	00000	74.06
CNIH4	00000	665.29
CNKSR1	00000	2.25
CNKSR2	00000	0
CNKSR3	00000	2193.99
CNN1	00000	56.28
CNN2	00000	197.09
CNN3	00000	3190.46
CNNM1	00000	109.66
CNNM2	00000	186.4
CNNM3	00000	316.37
CNNM4	00000	96.01
CNOT1	00000	1651
CNOT10	00000	285.03
CNOT11	00000	603.67
CNOT2	00000	579.04
CNOT3	00000	409.15
CNOT4	00000	246.28
CNOT6	00000	146.03
CNOT6L	00000	140.04
CNOT7	00000	995
CNOT8	00000	454.09
CNP	00000	2701.35
CNPPD1	00000	3874.05
CNPY1	00000	0
CNPY2	00000	2935.74
CNPY3	00000	723.08
CNPY4	00000	176.29
CNR1	00000	0.77
CNR2	00000	0
CNRIP1	00000	23.59
CNST	00000	80.57
CNTD1	00000	15
CNTD2	00000	125.24
CNTF	00000	15.56
CNTFR	00000	253.23
CNTLN	00000	57.49
CNTN1	00000	0.71
CNTN2	00000	0.73
CNTN3	00000	55.49
CNTN4	00000	131.51
CNTN5	00000	0
CNTN6	00000	1.83
CNTNAP1	00000	47.84
CNTNAP2	00000	0.35
CNTNAP3	00000	31.67
CNTNAP3B	00000	13.62
CNTNAP4	00000	0
CNTNAP5	00000	3.96
CNTRL	00000	69.03
CNTROB	00000	624.99
COA1	00000	1529.73
COA3	00000	8305.36
COA4	00000	2468.49
COA5	00000	1073.91
COA6	00000	1119.56
COASY	00000	2573.36
COBL	00000	1233.75
COBLL1	00000	647.07
COCH	00000	543.96
COG1	00000	854.13
COG2	00000	483.38
COG3	00000	199.85
COG4	00000	764.36
COG5	00000	312
COG6	00000	220.32
COG7	00000	466.88
COG8	00000	381.68
COIL	00000	239.52
COL10A1	00000	2.51
COL11A1	00000	2.92
COL11A2	00000	2.29
COL12A1	00000	49.91
COL13A1	00000	4.1
COL14A1	00000	21.47
COL15A1	00000	48.52
COL16A1	00000	101.54
COL17A1	00000	16.75
COL18A1	00000	10440.2
COL19A1	00000	102.25
COL1A1	00000	320.8
COL1A2	00000	397.93
COL20A1	00000	4.06
COL21A1	00000	3.72
COL22A1	00000	6.94
COL23A1	00000	299.25
COL24A1	00000	0
COL25A1	00000	0.74
COL27A1	00000	967.76
COL28A1	00000	7.46
COL2A1	00000	0
COL3A1	00000	237.86
COL4A1	00000	616.37
COL4A2	00000	1369.04
COL4A3	00000	256.78
COL4A3BP	00000	547.75
COL4A4	00000	147.06
COL4A5	00000	8.45
COL4A6	00000	1.81
COL5A1	00000	53.95
COL5A2	00000	41.52
COL5A3	00000	7.57
COL6A1	00000	967.76
COL6A2	00000	295.11
COL6A3	00000	28.86
COL6A5	00000	0
COL6A6	00000	0.36
COL7A1	00000	15.8
COL8A1	00000	20.86
COL8A2	00000	70.51
COL9A1	00000	1.46
COL9A2	00000	48.52
COL9A3	00000	105.89
COLCA1	00000	141.02
COLCA2	00000	136.19
COLEC10	00000	5.73
COLEC11	00000	595.34
COLEC12	00000	11.3
COLGALT1	00000	447.82
COLGALT2	00000	10.88
COLQ	00000	26.86
COMMD1	00000	954.43
COMMD10	00000	529.06
COMMD2	00000	301.33
COMMD3	00000	967.76
COMMD3-BMI1	00000	503.95
COMMD4	00000	2777.33
COMMD5	00000	603.67
COMMD6	00000	6983.79
COMMD7	00000	1023
COMMD8	00000	518.15
COMMD9	00000	1350.18
COMP	00000	62.56
COMT	00000	1883.54
COMTD1	00000	1467.37
COPA	00000	1397.83
COPB1	00000	1259.69
COPB2	00000	1159.07
COPE	00000	3589.58
COPG1	00000	2502.97
COPG2	00000	1104.13
COPRS	00000	2090.03
COPS2	00000	909.17
COPS3	00000	1030.12
COPS4	00000	708.18
COPS5	00000	1104.13
COPS6	00000	3614.55
COPS7A	00000	1407.55
COPS7B	00000	521.76
COPS8	00000	1037.29
COPZ1	00000	2835.7
COPZ2	00000	190.34
COQ10A	00000	373.81
COQ10B	00000	587.13
COQ2	00000	114.36
COQ3	00000	205.5
COQ4	00000	2018.8
COQ5	00000	1508.65
COQ6	00000	1388.16
COQ7	00000	438.59
COQ9	00000	4419.52
CORIN	00000	2.16
CORO1A	00000	260.38
CORO1B	00000	2018.8
CORO1C	00000	1369.04
CORO2A	00000	15.34
CORO2B	00000	9.93
CORO6	00000	90.77
CORO7	00000	486.75
CORO7-PAM16	00000	0
CORT	00000	11.04
COTL1	00000	748.61
COX10	00000	607.87
COX11	00000	1378.57
COX14	00000	2739.08
COX15	00000	1088.92
COX16	00000	1119.56
COX17	00000	2384.37
COX18	00000	412
COX19	00000	90.14
COX20	00000	1617
COX4I1	00000	26248.46
COX4I2	00000	8.85
COX5A	00000	10808.41
COX5B	00000	11745.96
COX6A1	00000	23009.42
COX6A1P2	00000	204.07
COX6A2	00000	13.62
COX6B1	00000	10225.32
COX6B2	00000	7.46
COX6C	00000	10014.87
COX7A1	00000	99.43
COX7A2	00000	14361.31
COX7A2L	00000	4388.98
COX7B	00000	7180.15
COX7B2	00000	0
COX7C	00000	37639.55
COX8A	00000	18950.18
COX8C	00000	5.82
CP	00000	23.76
CPA1	00000	0
CPA2	00000	0
CPA3	00000	3.99
CPA4	00000	2.23
CPA5	00000	0
CPA6	00000	2.16
CPAMD8	00000	15.8
CPB1	00000	0
CPB2	00000	0
CPD	00000	808
CPE	00000	175.07
CPEB1	00000	37.85
CPEB2	00000	366.09
CPEB3	00000	76.71
CPEB4	00000	693.58
CPED1	00000	6.16
CPLX1	00000	104.42
CPLX2	00000	0
CPLX3	00000	0.39
CPM	00000	332.14
CPN1	00000	0
CPN2	00000	785.88
CPNE1	00000	1081.39
CPNE2	00000	255
CPNE3	00000	624.99
CPNE4	00000	0
CPNE5	00000	1.91
CPNE6	00000	0
CPNE7	00000	262.2
CPNE8	00000	281.09
CPNE9	00000	6.16
CPO	00000	11.04
CPOX	00000	140.04
CPPED1	00000	1030.12
CPQ	00000	967.76
CPS1	00000	0.74
CPSF1	00000	1183.45
CPSF2	00000	334.46
CPSF3	00000	435.55
CPSF3L	00000	1295.13
CPSF4	00000	620.67
CPSF4L	00000	0
CPSF6	00000	426.57
CPSF7	00000	571.05
CPT1A	00000	660.68
CPT1B	00000	258.57
CPT1C	00000	7.51
CPT2	00000	866.07
CPVL	00000	1208.34
CPXM1	00000	6.62
CPXM2	00000	24.46
CPZ	00000	23.76
CR1	00000	2.18
CR1L	00000	3.99
CR2	00000	1.06
CRABP1	00000	2.56
CRABP2	00000	50.98
CRADD	00000	450.94
CRAMP1L	00000	76.71
CRAT	00000	2400.97
CRB1	00000	5.02
CRB2	00000	1.48
CRB3	00000	1304.15
CRBN	00000	540.19
CRCP	00000	728.11
CRCT1	00000	0
CREB1	00000	155.5
CREB3	00000	836.53
CREB3L1	00000	8.06
CREB3L2	00000	249.73
CREB3L3	00000	41.81
CREB3L4	00000	156.59
CREB5	00000	529.06
CREBBP	00000	224.97
CREBL2	00000	791.35
CREBRF	00000	173.85
CREBZF	00000	463.65
CREG1	00000	1769.57
CREG2	00000	2.92
CRELD1	00000	866.07
CRELD2	00000	381.68
CREM	00000	473.41
CRH	00000	0
CRHBP	00000	1.11
CRHR1	00000	0
CRHR2	00000	0
CRIM1	00000	1199.98
CRIP1	00000	9.78
CRIP2	00000	4268.94
CRIP3	00000	791.35
CRIPAK	00000	72.01
CRIPT	00000	218.79
CRISP1	00000	0
CRISP2	00000	0
CRISP3	00000	1.11
CRISPLD1	00000	22.26
CRISPLD2	00000	111.21
CRK	00000	819.3
CRKL	00000	395.18
CRLF1	00000	43.32
CRLF2	00000	0.73
CRLF3	00000	136.19
CRLS1	00000	1498.22
CRMP1	00000	591.22
CRNKL1	00000	314.17
CRNN	00000	0.42
CROCC	00000	116.78
CROT	00000	241.19
CRP	00000	0
CRTAC1	00000	18.43
CRTAM	00000	3.66
CRTAP	00000	4010.71
CRTC1	00000	153.34
CRTC2	00000	532.74
CRTC3	00000	239.52
CRX	00000	0
CRY1	00000	223.41
CRY2	00000	660.68
CRYAA	00000	2.94
CRYAB	00000	92680.9
CRYBA1	00000	0
CRYBA2	00000	0
CRYBA4	00000	0
CRYBB1	00000	4.7
CRYBB2	00000	1.13
CRYBB3	00000	53.19
CRYBG3	00000	53.57
CRYGA	00000	0
CRYGD	00000	0
CRYGN	00000	0
CRYGS	00000	9.2
CRYL1	00000	8479.89
CRYM	00000	620.67
CRYZ	00000	6935.54
CRYZL1	00000	426.57
CS	00000	3639.7
CSAD	00000	226.54
CSAG1	00000	0
CSDC2	00000	157.68
CSDE1	00000	4095
CSE1L	00000	607.87
CSF1	00000	135.24
CSF1R	00000	142.01
CSF2	00000	0
CSF2RA	00000	28.65
CSF2RB	00000	11.3
CSF3	00000	9.34
CSF3R	00000	144.01
CSGALNACT1	00000	18.7
CSGALNACT2	00000	75.64
CSK	00000	511
CSMD1	00000	0.36
CSMD2	00000	0
CSMD3	00000	0
CSN1S1	00000	0
CSN3	00000	0
CSNK1A1	00000	961.07
CSNK1D	00000	2573.36
CSNK1E	00000	708.18
CSNK1G1	00000	146.03
CSNK1G2	00000	559.28
CSNK1G3	00000	165.57
CSNK2A1	00000	802.41
CSNK2A2	00000	723.08
CSNK2A3	00000	25.35
CSNK2B	00000	4298.64
CSPG4	00000	16.88
CSPG5	00000	19.82
CSPP1	00000	674.59
CSRNP1	00000	1208.34
CSRNP2	00000	158.79
CSRNP3	00000	52.08
CSRP1	00000	1127.35
CSRP2	00000	279.14
CSRP2BP	00000	221.86
CSRP3	00000	0
CST1	00000	1.46
CST11	00000	0
CST2	00000	1.1
CST3	00000	14561.8
CST4	00000	0
CST5	00000	1.04
CST6	00000	22.92
CST7	00000	75.11
CST8	00000	0
CST9	00000	0
CST9L	00000	0
CSTA	00000	28.86
CSTB	00000	1781.89
CSTF1	00000	351.14
CSTF2	00000	170.25
CSTF2T	00000	264.03
CSTF3	00000	460.44
CSTL1	00000	0
CT45A1	00000	0
CT45A2	00000	0
CT45A3	00000	0
CT45A4	00000	0
CT45A5	00000	0
CT45A6	00000	0
CT47B1	00000	0
CT62	00000	0
CTAG1A	00000	0
CTAG1B	00000	0
CTAG2	00000	0
CTAGE15	00000	0
CTAGE4	00000	0
CTAGE5	00000	2133.97
CTAGE6	00000	0
CTAGE8	00000	97.36
CTAGE9	00000	6.21
CTBP1	00000	2537.92
CTBP2	00000	1088.92
CTBS	00000	236.21
CTC1	00000	273.37
CTCF	00000	351.14
CTCFL	00000	0
CTDNEP1	00000	3540.14
CTDP1	00000	295.11
CTDSP1	00000	1806.78
CTDSP2	00000	808
CTDSPL	00000	866.07
CTDSPL2	00000	228.13
CTF1	00000	96.01
CTGF	00000	1225.22
CTH	00000	97.36
CTHRC1	00000	34.26
CTIF	00000	312
CTLA4	00000	1.11
CTNNA1	00000	5006.93
CTNNA2	00000	0
CTNNA3	00000	0.72
CTNNAL1	00000	208.38
CTNNB1	00000	2104.58
CTNNBIP1	00000	293.07
CTNNBL1	00000	796.86
CTNND1	00000	1216.75
CTNND2	00000	0.36
CTNS	00000	457.25
CTPS1	00000	981.29
CTPS2	00000	164.42
CTR9	00000	363.56
CTRB1	00000	0
CTRB2	00000	3.96
CTRC	00000	0.43
CTRL	00000	4.54
CTSA	00000	10154.69
CTSB	00000	28328.16
CTSC	00000	9606.86
CTSD	00000	48643.87
CTSE	00000	2.2
CTSF	00000	796.86
CTSG	00000	2.89
CTSH	00000	14262.1
CTSK	00000	90.14
CTSL	00000	7230.1
CTSO	00000	358.54
CTSS	00000	293.07
CTSV	00000	53.57
CTSW	00000	42.11
CTSZ	00000	2739.08
CTTN	00000	3235.01
CTTNBP2	00000	98.73
CTTNBP2NL	00000	244.57
CTU1	00000	54.33
CTU2	00000	183.82
CTXN1	00000	60.82
CTXN2	00000	0
CTXN3	00000	239.52
CUBN	00000	1769.57
CUEDC1	00000	500.46
CUEDC2	00000	1487.87
CUL1	00000	575.03
CUL2	00000	351.14
CUL3	00000	981.29
CUL4A	00000	733.19
CUL4B	00000	356.05
CUL5	00000	234.57
CUL7	00000	301.33
CUL9	00000	713.11
CUTA	00000	5633.22
CUTC	00000	334.46
CUX1	00000	3564.78
CUX2	00000	0
CUZD1	00000	1.51
CWC15	00000	842.36
CWC22	00000	239.52
CWC25	00000	514.56
CWC27	00000	258.57
CWF19L1	00000	314.17
CWF19L2	00000	194.36
CWH43	00000	59.97
CX3CL1	00000	4123.49
CX3CR1	00000	46.18
CXADR	00000	256.78
CXCL1	00000	113.56
CXCL10	00000	8.13
CXCL11	00000	2.92
CXCL12	00000	450.94
CXCL13	00000	0
CXCL14	00000	2193.99
CXCL16	00000	1104.13
CXCL17	00000	0
CXCL2	00000	117.6
CXCL3	00000	15.11
CXCL5	00000	2.2
CXCL6	00000	58.71
CXCL9	00000	9.13
CXCR1	00000	23.59
CXCR2	00000	18.16
CXCR3	00000	5.45
CXCR4	00000	525.39
CXCR5	00000	0
CXCR6	00000	10.16
CXXC1	00000	642.59
CXXC11	00000	0
CXXC4	00000	0
CXXC5	00000	1167.14
CXorf21	00000	5.45
CXorf22	00000	0.36
CXorf23	00000	84.04
CXorf24	00000	36.53
CXorf27	00000	0
CXorf28	00000	0
CXorf30	00000	0
CXorf31	00000	0
CXorf36	00000	32.82
CXorf38	00000	135.24
CXorf40A	00000	381.68
CXorf40B	00000	624.99
CXorf56	00000	287.01
CXorf57	00000	18.7
CXorf58	00000	2.14
CXorf64	00000	0
CXorf65	00000	1.13
CXorf67	00000	0
CYB561	00000	1008.9
CYB561A3	00000	764.36
CYB561D1	00000	129.69
CYB561D2	00000	642.59
CYB5A	00000	8718.32
CYB5B	00000	1662.49
CYB5D1	00000	429.54
CYB5D2	00000	1651
CYB5R1	00000	1697.45
CYB5R2	00000	51.35
CYB5R3	00000	5517.27
CYB5R4	00000	186.4
CYB5RL	00000	51.35
CYBA	00000	11267.44
CYBB	00000	60.82
CYBRD1	00000	78.34
CYC1	00000	6426.31
CYCS	00000	5517.27
CYFIP1	00000	896.64
CYFIP2	00000	6381.92
CYGB	00000	40.07
CYHR1	00000	536.45
CYLC1	00000	0
CYLD	00000	201.25
CYP11A1	00000	11.91
CYP11B1	00000	0
CYP17A1	00000	3303
CYP19A1	00000	1.11
CYP1A1	00000	0.36
CYP1A2	00000	0
CYP1B1	00000	69.52
CYP20A1	00000	217.27
CYP21A2	00000	49.91
CYP24A1	00000	26.67
CYP26A1	00000	0
CYP26B1	00000	7.22
CYP26C1	00000	0
CYP27A1	00000	1151.06
CYP27B1	00000	42.71
CYP27C1	00000	2.2
CYP2A6	00000	3.32
CYP2A7	00000	0
CYP2B6	00000	0
CYP2C18	00000	0.71
CYP2C19	00000	0
CYP2C8	00000	7.46
CYP2C9	00000	170.25
CYP2D6	00000	9.48
CYP2E1	00000	16.03
CYP2F1	00000	0
CYP2J2	00000	20.86
CYP2R1	00000	217.27
CYP2S1	00000	4.31
CYP2U1	00000	77.25
CYP2W1	00000	1.83
CYP39A1	00000	0.74
CYP3A4	00000	11.73
CYP3A43	00000	2.58
CYP3A5	00000	571.05
CYP3A7	00000	45.21
CYP46A1	00000	10
CYP4A11	00000	2935.74
CYP4A22	00000	229.72
CYP4B1	00000	2.94
CYP4F11	00000	9.78
CYP4F12	00000	191.67
CYP4F2	00000	2.53
CYP4F22	00000	0
CYP4F3	00000	231.32
CYP4F31P	00000	0
CYP4V2	00000	1923.14
CYP4X1	00000	15.56
CYP4Z1	00000	0
CYP51A1	00000	830.75
CYP7A1	00000	0
CYP7B1	00000	56.68
CYP8B1	00000	38.12
CYR61	00000	9088.59
CYS1	00000	2255.7
CYSLTR1	00000	4.74
CYSLTR2	00000	0.71
CYSTM1	00000	3540.14
CYTH1	00000	497
CYTH2	00000	1498.22
CYTH3	00000	224.97
CYTH4	00000	48.87
CYTIP	00000	46.84
CYTL1	00000	1.87
CYYR1	00000	38.4
CYorf17	00000	0
D2HGDH	00000	860.08
DAAM1	00000	84.63
DAAM2	00000	17.38
DAB1	00000	0.37
DAB2	00000	4972.34
DAB2IP	00000	392.44
DACH1	00000	1.85
DACH2	00000	0
DACT1	00000	12.09
DACT2	00000	4.35
DACT3	00000	4.46
DAD1	00000	6121.9
DAG1	00000	902.89
DAGLA	00000	47.17
DAGLB	00000	363.56
DAK	00000	5751.61
DALRD3	00000	1369.04
DAND5	00000	0.74
DAO	00000	703.28
DAP	00000	2224.63
DAP3	00000	2319.15
DAPK1	00000	409.15
DAPK2	00000	22.75
DAPK3	00000	684.02
DAPL1	00000	0
DAPP1	00000	5.77
DARC	00000	65.26
DARS	00000	1407.55
DARS2	00000	612.11
DAW1	00000	1.08
DAXX	00000	450.94
DAZ1	00000	0.37
DAZ2	00000	0
DAZ3	00000	0
DAZ4	00000	0
DAZAP1	00000	1745.2
DAZAP2	00000	8363.13
DAZL	00000	0
DBF4	00000	57.89
DBF4B	00000	125.24
DBH	00000	47.5
DBI	00000	7485.11
DBN1	00000	1151.06
DBNDD1	00000	555.41
DBNDD2	00000	376.41
DBNL	00000	1529.73
DBP	00000	518.15
DBR1	00000	181.28
DBT	00000	166.73
DBX1	00000	0
DBX2	00000	0
DCAF10	00000	327.56
DCAF11	00000	1551.09
DCAF12	00000	387.02
DCAF12L1	00000	269.6
DCAF12L2	00000	5.36
DCAF13	00000	444.72
DCAF15	00000	299.25
DCAF16	00000	96.01
DCAF17	00000	94.67
DCAF4	00000	312
DCAF4L1	00000	0.4
DCAF4L2	00000	0
DCAF5	00000	420.68
DCAF6	00000	1104.13
DCAF7	00000	1059.11
DCAF8	00000	1769.57
DCAF8L1	00000	0
DCAF8L2	00000	0
DCAKD	00000	988.12
DCBLD1	00000	58.71
DCBLD2	00000	170.25
DCC	00000	0
DCD	00000	0
DCDC1	00000	11.21
DCDC2	00000	656.11
DCDC2B	00000	2.61
DCDC2C	00000	0
DCHS1	00000	9.27
DCHS2	00000	0.38
DCK	00000	152.28
DCLK1	00000	94.67
DCLK2	00000	45.21
DCLK3	00000	0
DCLRE1A	00000	84.63
DCLRE1B	00000	26.67
DCLRE1C	00000	28.04
DCN	00000	842.36
DCP1A	00000	152.28
DCP1B	00000	217.27
DCP2	00000	120.94
DCPS	00000	244.57
DCST1	00000	0.39
DCST2	00000	11.3
DCSTAMP	00000	0
DCT	00000	7.94
DCTD	00000	1242.34
DCTN1	00000	1923.14
DCTN2	00000	3955.48
DCTN3	00000	2255.7
DCTN4	00000	444.72
DCTN5	00000	599.49
DCTN6	00000	660.68
DCTPP1	00000	1923.14
DCUN1D1	00000	191.67
DCUN1D2	00000	110.43
DCUN1D3	00000	159.9
DCUN1D4	00000	246.28
DCUN1D5	00000	285.03
DCX	00000	0
DCXR	00000	10225.32
DDA1	00000	854.13
DDAH1	00000	2163.77
DDAH2	00000	1844.76
DDB1	00000	3168.41
DDB2	00000	988.12
DDC	00000	3540.14
DDHD1	00000	43.32
DDHD2	00000	555.41
DDI1	00000	0
DDI2	00000	189.02
DDIT3	00000	2976.74
DDIT4	00000	775.05
DDIT4L	00000	23.76
DDN	00000	0
DDO	00000	348.71
DDOST	00000	3124.78
DDR1	00000	2047
DDR2	00000	9.85
DDRGK1	00000	1923.14
DDT	00000	5041.77
DDTL	00000	55.89
DDX1	00000	1369.04
DDX10	00000	2224.63
DDX11	00000	293.07
DDX17	00000	4095
DDX18	00000	551.56
DDX19A	00000	616.37
DDX19B	00000	988.12
DDX20	00000	149.12
DDX21	00000	529.06
DDX23	00000	878.17
DDX24	00000	2018.8
DDX25	00000	1.08
DDX26B	00000	43.63
DDX27	00000	543.96
DDX28	00000	341.51
DDX31	00000	154.42
DDX39A	00000	825
DDX39B	00000	3190.46
DDX3X	00000	1427.22
DDX3Y	00000	27.05
DDX4	00000	0
DDX41	00000	1697.45
DDX42	00000	1199.98
DDX43	00000	105.15
DDX46	00000	444.72
DDX47	00000	633.73
DDX49	00000	629.35
DDX5	00000	12415.75
DDX50	00000	426.57
DDX51	00000	221.86
DDX52	00000	371.22
DDX53	00000	0
DDX54	00000	1457.23
DDX55	00000	150.17
DDX56	00000	1651
DDX58	00000	162.14
DDX59	00000	202.66
DDX6	00000	400.71
DDX60	00000	221.86
DDX60L	00000	104.42
DEAF1	00000	981.29
1-Dec	00000	0
DECR1	00000	5006.93
DECR2	00000	2047
DEDD	00000	583.07
DEDD2	00000	379.04
DEF6	00000	33.78
DEF8	00000	902.89
DEFA1	00000	226.54
DEFA1B	00000	0
DEFA3	00000	68.07
DEFA4	00000	3.38
DEFA5	00000	0
DEFA6	00000	0
DEFB1	00000	4419.52
DEFB103A	00000	0
DEFB103B	00000	0
DEFB104A	00000	0
DEFB104B	00000	0
DEFB116	00000	0
DEFB118	00000	0
DEFB119	00000	0
DEFB121	00000	0
DEFB123	00000	0
DEFB124	00000	13.42
DEFB125	00000	1.77
DEFB126	00000	0
DEFB127	00000	0
DEFB129	00000	0
DEFB131	00000	0
DEFB132	00000	0
DEFB134	00000	0
DEFB4A	00000	0
DEFB4B	00000	0
DEGS1	00000	1540.37
DEGS2	00000	23.59
DEK	00000	507.46
DENND1A	00000	281.09
DENND1B	00000	109.66
DENND1C	00000	1233.75
DENND2A	00000	9.48
DENND2C	00000	5.5
DENND2D	00000	896.64
DENND3	00000	217.27
DENND4A	00000	115.16
DENND4B	00000	339.14
DENND4C	00000	283.05
DENND5A	00000	543.96
DENND5B	00000	149.12
DENND6A	00000	170.25
DENND6B	00000	265.87
DENR	00000	547.75
DEPDC1	00000	2.18
DEPDC1B	00000	6.16
DEPDC4	00000	65.26
DEPDC5	00000	171.45
DEPDC7	00000	118.43
DEPTOR	00000	450.94
DERA	00000	1991
DERL1	00000	961.07
DERL2	00000	1651
DERL3	00000	23.25
DES	00000	10.31
DESI1	00000	463.65
DESI2	00000	197.09
DET1	00000	97.36
DEXI	00000	813.63
DFFA	00000	412
DFFB	00000	126.12
DFNA5	00000	466.88
DFNB31	00000	138.1
DFNB59	00000	36.53
DGAT1	00000	460.44
DGAT2	00000	49.56
DGCR14	00000	226.54
DGCR2	00000	1233.75
DGCR6	00000	813.63
DGCR6L	00000	1909.85
DGCR8	00000	136.19
DGKA	00000	51.35
DGKB	00000	0
DGKD	00000	120.94
DGKE	00000	33.78
DGKG	00000	9.2
DGKH	00000	94.67
DGKI	00000	1.46
DGKQ	00000	129.69
DGKZ	00000	466.88
DGUOK	00000	967.76
DHCR24	00000	1111.82
DHCR7	00000	607.87
DHDDS	00000	764.36
DHDH	00000	540.19
DHFR	00000	371.22
DHFRL1	00000	100.13
DHH	00000	0.35
DHODH	00000	181.28
DHPS	00000	1359.57
DHRS1	00000	934.76
DHRS11	00000	733.19
DHRS12	00000	896.64
DHRS13	00000	353.59
DHRS2	00000	2.2
DHRS3	00000	3690.52
DHRS4	00000	4239.45
DHRS4-AS1	00000	579.04
DHRS4L2	00000	1709.26
DHRS7	00000	2133.97
DHRS7B	00000	1832.01
DHRS7C	00000	0
DHRS9	00000	6.57
DHRSX	00000	246.28
DHTKD1	00000	1304.15
DHX15	00000	902.89
DHX16	00000	583.07
DHX29	00000	379.04
DHX30	00000	934.76
DHX32	00000	395.18
DHX33	00000	169.07
DHX34	00000	169.07
DHX35	00000	101.54
DHX36	00000	490.14
DHX37	00000	214.27
DHX38	00000	698.41
DHX40	00000	1059.11
DHX57	00000	177.53
DHX58	00000	890.44
DHX8	00000	559.28
DHX9	00000	1628.26
DIABLO	00000	1685.71
DIAPH1	00000	2119.22
DIAPH2	00000	31.67
DIAPH3	00000	24.99
DICER1	00000	137.14
DIDO1	00000	356.05
DIEXF	00000	92.05
DIMT1	00000	293.07
DIO1	00000	102.25
DIO2	00000	4.7
DIO3	00000	1.48
DIP2A	00000	281.09
DIP2B	00000	271.48
DIP2C	00000	463.65
DIRAS1	00000	80.57
DIRAS2	00000	38.67
DIRAS3	00000	102.25
DIRC2	00000	226.54
DIRC3	00000	1.87
DIS3	00000	260.38
DIS3L	00000	244.57
DIS3L2	00000	329.84
DISC1	00000	24.46
DISP1	00000	148.09
DISP2	00000	3.29
DIXDC1	00000	314.17
DKC1	00000	518.15
DKK1	00000	1.85
DKK2	00000	0.37
DKK3	00000	256.78
DKK4	00000	0
DKKL1	00000	0
DLAT	00000	1008.9
DLC1	00000	39.79
DLD	00000	4937.99
DLEC1	00000	5.28
DLEU1	00000	473.41
DLEU2L	00000	2.94
DLEU7	00000	2.18
DLG1	00000	660.68
DLG2	00000	3.29
DLG3	00000	327.56
DLG4	00000	33.06
DLG5	00000	137.14
DLGAP1	00000	34.26
DLGAP2	00000	0.37
DLGAP3	00000	0.74
DLGAP4	00000	651.58
DLGAP5	00000	2.2
DLK1	00000	0
DLK2	00000	6.67
DLL1	00000	12.36
DLL3	00000	0
DLL4	00000	78.89
DLST	00000	3564.78
DLX1	00000	0
DLX2	00000	0
DLX3	00000	1.07
DLX4	00000	9.85
DLX5	00000	1.48
DLX6	00000	0.74
DMAP1	00000	934.76
DMBT1	00000	0.37
DMBX1	00000	0
DMC1	00000	14.67
DMD	00000	40.36
DMGDH	00000	514.56
DMKN	00000	2997.45
DMP1	00000	0
DMPK	00000	358.54
DMRT1	00000	0
DMRT2	00000	0
DMRT3	00000	0
DMRTA1	00000	31
DMRTA2	00000	0
DMRTC1	00000	0
DMRTC1B	00000	79.45
DMRTC2	00000	0
DMTF1	00000	684.02
DMTN	00000	1617
DMWD	00000	336.79
DMXL1	00000	417.77
DMXL2	00000	297.17
DNA2	00000	29.48
DNAAF1	00000	48.87
DNAAF2	00000	166.73
DNAAF3	00000	57.08
DNAH1	00000	84.63
DNAH10	00000	2.53
DNAH10OS	00000	34.02
DNAH11	00000	0
DNAH12	00000	1.1
DNAH14	00000	105.15
DNAH17	00000	9.27
DNAH17-AS1	00000	0.37
DNAH2	00000	1.46
DNAH3	00000	2.56
DNAH5	00000	6.52
DNAH6	00000	12.64
DNAH7	00000	46.84
DNAH8	00000	0
DNAH9	00000	15.56
DNAI1	00000	7.11
DNAI2	00000	0
DNAJA1	00000	1757.34
DNAJA2	00000	1030.12
DNAJA3	00000	1313.23
DNAJA4	00000	435.55
DNAJB1	00000	1674.06
DNAJB11	00000	1417.35
DNAJB12	00000	629.35
DNAJB13	00000	18.43
DNAJB14	00000	139.07
DNAJB2	00000	1617
DNAJB4	00000	303.44
DNAJB5	00000	802.41
DNAJB6	00000	2104.58
DNAJB7	00000	0
DNAJB9	00000	1806.78
DNAJC1	00000	941.27
DNAJC10	00000	432.53
DNAJC11	00000	1066.48
DNAJC12	00000	59.55
DNAJC13	00000	529.06
DNAJC14	00000	476.71
DNAJC15	00000	435.55
DNAJC16	00000	466.88
DNAJC17	00000	379.04
DNAJC18	00000	76.71
DNAJC19	00000	981.29
DNAJC2	00000	463.65
DNAJC21	00000	660.68
DNAJC22	00000	397.93
DNAJC24	00000	120.94
DNAJC25	00000	271.48
DNAJC25-GNG10	00000	0.38
DNAJC27	00000	67.12
DNAJC28	00000	104.42
